peakcenter	17269.041071847205-20°C	17254.243167289234-30°C	17248.118550349533-40°C	17233.344376234996-50°C	17222.547452456358-60°C	17199.639830854983-70°C
1.368167329000000063e+04	1.065883467182062458e-03	1.062348625398214837e-03	1.060915195344358476e-03	1.057437022860623597e-03	1.054933365916835980e-03	1.049745345928067590e-03
1.367694314999999915e+04	1.045891671530946266e-03	1.042423129522615944e-03	1.041016584997618349e-03	1.037603649395470347e-03	1.035146951241777431e-03	1.030056238171300504e-03
1.367221643000000040e+04	1.026256910500917630e-03	1.022853484216624479e-03	1.021473345070288922e-03	1.018124481280531513e-03	1.015713903277216815e-03	1.010718759315216682e-03
1.366749313000000075e+04	1.006973229246575048e-03	1.003633754383185779e-03	1.002279548473559555e-03	9.989936108587443332e-04	9.966283283534469167e-04	9.917270446743807043e-04
1.366277325000000019e+04	9.880347626453885122e-04	9.847580943505641112e-04	9.834293574232759461e-04	9.802052194849213921e-04	9.778844216018838745e-04	9.730753179277701597e-04
1.365805678000000080e+04	9.694356950663914237e-04	9.662207077744563955e-04	9.649169833961591166e-04	9.617535376132494698e-04	9.594764271370682419e-04	9.547578514965933752e-04
1.365334372000000076e+04	9.511703394487450343e-04	9.480159264543031082e-04	9.467367658397688769e-04	9.436329232492069244e-04	9.413987163228329470e-04	9.367690444255570396e-04
1.364863406000000032e+04	9.332330572474556918e-04	9.301381305444949774e-04	9.288830924913695202e-04	9.258377825296610708e-04	9.236457085404407939e-04	9.191033435406538226e-04
1.364392780999999923e+04	9.156183718968712503e-04	9.125818616415840197e-04	9.113505123125528479e-04	9.083626822872374650e-04	9.062119834864390717e-04	9.017553551947524778e-04
1.363922494999999981e+04	8.983207788831231236e-04	8.953416334865915444e-04	8.941335464469651233e-04	8.912021616278168260e-04	8.890920931962785663e-04	8.847196582156582586e-04
1.363452548999999999e+04	8.813349692109869685e-04	8.784121546907755615e-04	8.772269106455502256e-04	8.743509536265646259e-04	8.722807832154392442e-04	8.679910239895498531e-04
1.362982942000000003e+04	8.646556427609244358e-04	8.617881427116448525e-04	8.606253294935669327e-04	8.578038001639976418e-04	8.557728078739053378e-04	8.515642326439089868e-04
1.362513673000000017e+04	8.482775826306273746e-04	8.454643979479610234e-04	8.443236104056136551e-04	8.415555256784197549e-04	8.395630038639784578e-04	8.354341462634878911e-04
1.362044743000000017e+04	8.321957219682498156e-04	8.294358703513281207e-04	8.283167101473391022e-04	8.256011034695431806e-04	8.236463563869144810e-04	8.195957747116463989e-04
1.361576151000000027e+04	8.164050032990582658e-04	8.136975192193650385e-04	8.125995948177965836e-04	8.099355161398848636e-04	8.080178599247485544e-04	8.040441370868816294e-04
1.361107897000000048e+04	8.009004818708253658e-04	7.982444161983694251e-04	7.971673427131254494e-04	7.945538581212143120e-04	7.926726205239936415e-04	7.887743635035097435e-04
1.360639978999999948e+04	7.856772249241011875e-04	7.830716448876442462e-04	7.820150440663423174e-04	7.794512357430432659e-04	7.776057561007353050e-04	7.737815958870463817e-04
1.360172399000000041e+04	7.707305064207913307e-04	7.681744949222877716e-04	7.671379948682543852e-04	7.646229604181047036e-04	7.628125891687119464e-04	7.590611797544763884e-04
1.359705155000000013e+04	7.560555457240698265e-04	7.535482015197350787e-04	7.525314367654315157e-04	7.500642893930598021e-04	7.482883882038372965e-04	7.446084068507107922e-04
1.359238247000000047e+04	7.416477012034809226e-04	7.391881384427980220e-04	7.381907497628805836e-04	7.357706178194036665e-04	7.340285592603463258e-04	7.304187058223900490e-04
1.358771674999999959e+04	7.275024036093661857e-04	7.250897515950455825e-04	7.241113859090261362e-04	7.217374126558572574e-04	7.200285800296844915e-04	7.164875766010630380e-04
1.358305438999999933e+04	7.136151550991664920e-04	7.112485580503349371e-04	7.102888683265503114e-04	7.079602117023846720e-04	7.062839988768122509e-04	7.028105894442309483e-04
1.357839537000000018e+04	6.999814702645457479e-04	6.976600872755107235e-04	6.967187325144011661e-04	6.944345650946408526e-04	6.927903764731738016e-04	6.893833268553568091e-04
1.357373970000000008e+04	6.865970227490298186e-04	6.843200272618073753e-04	6.833966722820188598e-04	6.811561807597574583e-04	6.795434309080928539e-04	6.762015279816236714e-04
1.356908738000000085e+04	6.734575246397600480e-04	6.712241043165827117e-04	6.703184197032669746e-04	6.681208047638411991e-04	6.665389183195677891e-04	6.632609698317704907e-04
1.356443839999999909e+04	6.605587280842651872e-04	6.583680846747276202e-04	6.574797467256680459e-04	6.553242229159332057e-04	6.537726344944333945e-04	6.505574688683852646e-04
1.355979275000000052e+04	6.478964538061878506e-04	6.457478029198244953e-04	6.448764935532123616e-04	6.427622890577660685e-04	6.412404430911374095e-04	6.380869090918858113e-04
1.355515042999999969e+04	6.354666166470833346e-04	6.333591874412407025e-04	6.325045940691035760e-04	6.304309504031618437e-04	6.289383009191427953e-04	6.258452671956005881e-04
1.355051144999999997e+04	6.232652222370768484e-04	6.211982571158265656e-04	6.203600725219328253e-04	6.183262442350703075e-04	6.168622546437873156e-04	6.138286092868338413e-04
1.354587578000000030e+04	6.112882357617527643e-04	6.092609905100201733e-04	6.084389129042699646e-04	6.064441677123978258e-04	6.050083109013650691e-04	6.020329616407039822e-04
1.354124344999999994e+04	5.995318417571157688e-04	5.975435848132371920e-04	5.967373175366741085e-04	5.947809356062596156e-04	5.933726934251462928e-04	5.904545665616513488e-04
1.353661441999999988e+04	5.879921084360686815e-04	5.860421212775593358e-04	5.852513729588046387e-04	5.833326472864546787e-04	5.819515108203170747e-04	5.790895517922168157e-04
1.353198871999999938e+04	5.766653421539766691e-04	5.747529185077673375e-04	5.739774027427595356e-04	5.720956383781181662e-04	5.707411073880254903e-04	5.679342796117823776e-04
1.352736631999999918e+04	5.655477612854985193e-04	5.636722074197100764e-04	5.629116428900236922e-04	5.610661572228694194e-04	5.597377403525623891e-04	5.569850256511049051e-04
1.352274724000000060e+04	5.546357658577572491e-04	5.527963999792776017e-04	5.520505102078319308e-04	5.502406323753125054e-04	5.489378467245190508e-04	5.462382444430769965e-04
1.351813145000000077e+04	5.439256961209800942e-04	5.421218485737056697e-04	5.413903620051543604e-04	5.396154330868496024e-04	5.383378043516951188e-04	5.356903316487542652e-04
1.351351896999999917e+04	5.334140679658751823e-04	5.316450806482252633e-04	5.309277304127500794e-04	5.291871028575249880e-04	5.279341649179699909e-04	5.253378559103694502e-04
1.350890978999999970e+04	5.230973843639082511e-04	5.213626107716698259e-04	5.206591347023550951e-04	5.189521723705174238e-04	5.177234673207033915e-04	5.151773731465182594e-04
1.350430390000000079e+04	5.129722059994185806e-04	5.112710110343507246e-04	5.105811515895686660e-04	5.089072295645419210e-04	5.077023075772293774e-04	5.052054961148624065e-04
1.349970129000000088e+04	5.030351504036755005e-04	5.013669101849843992e-04	5.006904143719467272e-04	4.990489187747675125e-04	4.978673379678082893e-04	4.954188935592960738e-04
1.349510197999999946e+04	4.932829541376071913e-04	4.916470556072028743e-04	4.909836748218856118e-04	4.893740024227885262e-04	4.882153285795363690e-04	4.858143514511918193e-04
1.349050595000000067e+04	4.837123218465147912e-04	4.821081628748540384e-04	4.814576529449191293e-04	4.798792112674831671e-04	4.787430179117606777e-04	4.763886243295167486e-04
1.348591320000000087e+04	4.743200546176523321e-04	4.727470436839036950e-04	4.721091647390006146e-04	4.705613717454415956e-04	4.694472399150072467e-04	4.671385617150010904e-04
1.348132372000000032e+04	4.651029857472383996e-04	4.635605418324658983e-04	4.629350582609165839e-04	4.614173422469832397e-04	4.603248604178757477e-04	4.580610448496768195e-04
1.347673752000000059e+04	4.560580404088172054e-04	4.545455926912831974e-04	4.539322730165225740e-04	4.524440723116841269e-04	4.513728361824115212e-04	4.491530454618229327e-04
1.347215458000000035e+04	4.471821353720628590e-04	4.456991232550981609e-04	4.450977401469759730e-04	4.436385031418454039e-04	4.425881156531248791e-04	4.404115270030879606e-04
1.346757490999999936e+04	4.384722965923561156e-04	4.370181693422620106e-04	4.364284994702068827e-04	4.349976842602481901e-04	4.339677553385394917e-04	4.318335604576896544e-04
1.346299849999999969e+04	4.299255607375202740e-04	4.284997774480422419e-04	4.279216014666552335e-04	4.265186758172266417e-04	4.255088223495694143e-04	4.234162273600950246e-04
1.345842534999999953e+04	4.215390323873516613e-04	4.201410617544598506e-04	4.195741642121843555e-04	4.181986053369292876e-04	4.172084510114246799e-04	4.151566761285160434e-04
1.345385546000000068e+04	4.133098637827294758e-04	4.119391839465574769e-04	4.113833532215836839e-04	4.100346476269036951e-04	4.090638228207630050e-04	4.070521021206296932e-04
1.344928881999999976e+04	4.052352366059048367e-04	4.038913350531122886e-04	4.033463633137830402e-04	4.020240067027655247e-04	4.010721484131551766e-04	3.990997296897248032e-04
1.344472542000000067e+04	3.973123800798693587e-04	3.959947534859798173e-04	3.954604366268569962e-04	3.941639337441408186e-04	3.932306854765139307e-04	3.912968300100350019e-04
1.344016527999999926e+04	3.895386209067576867e-04	3.882467748128841226e-04	3.877229123236556533e-04	3.864517766373390785e-04	3.855367881764662757e-04	3.836407702590437555e-04
1.343560836999999992e+04	3.819112452620913130e-04	3.806446942093361986e-04	3.801310892293174263e-04	3.788848430632037884e-04	3.779877705683663152e-04	3.761288777012187666e-04
1.343105470000000059e+04	3.744276523223171870e-04	3.731859194770221892e-04	3.726823786431891707e-04	3.714605528080441844e-04	3.705810585476057096e-04	3.687585908910508332e-04
1.342650425999999970e+04	3.670852516029417820e-04	3.658678687223997062e-04	3.653742021554848588e-04	3.641763359152984164e-04	3.633140882424195544e-04	3.615273585655505656e-04
1.342195706000000064e+04	3.598815280596961682e-04	3.586880352419649100e-04	3.582040564450028478e-04	3.570296972708137599e-04	3.561843704462503931e-04	3.544327037597425501e-04
1.341741308000000026e+04	3.528139614832812823e-04	3.516439071843127043e-04	3.511694330495864500e-04	3.500181366363369108e-04	3.491894108405722494e-04	3.474721444218228992e-04
1.341287233000000015e+04	3.458801209127910256e-04	3.447330616504524375e-04	3.442679123394694774e-04	3.431392423147712847e-04	3.423268034383800096e-04	3.406432863971059662e-04
1.340833479000000079e+04	3.390775706479864579e-04	3.379530710177775367e-04	3.374970699676436287e-04	3.363905979072433520e-04	3.355941375620239320e-04	3.339437308633295574e-04
1.340380047999999988e+04	3.324039758308567618e-04	3.313016081714818080e-04	3.308545819592852871e-04	3.297698870579978498e-04	3.289891023401039110e-04	3.273711783136473968e-04
1.339926936999999998e+04	3.258569675659434548e-04	3.247763120721912583e-04	3.243380904607777817e-04	3.232747596435566850e-04	3.225093532134475972e-04	3.209232957191128564e-04
1.339474148000000059e+04	3.194342895045144959e-04	3.183749338540141490e-04	3.179453496406305004e-04	3.169029771953074562e-04	3.161526570133871544e-04	3.145978608934803201e-04
1.339021680000000015e+04	3.131336803056237366e-04	3.120952196754006179e-04	3.116741086984085754e-04	3.106522962919838066e-04	3.099167756303268170e-04	3.083926467338752187e-04
1.338569532000000072e+04	3.069529175678113752e-04	3.059349545051501598e-04	3.055221555916593683e-04	3.045205121432352285e-04	3.037995094941216929e-04	3.023054644873417640e-04
1.338117704000000049e+04	3.008898305026423909e-04	2.998919747539202044e-04	2.994873296503776068e-04	2.985054711627356332e-04	2.977987101174173938e-04	2.963341762324966802e-04
1.337666194999999971e+04	2.949422719991327672e-04	2.939641404312966027e-04	2.935674937716443978e-04	2.926050432539815949e-04	2.919122524470658757e-04	2.904766673669166273e-04
1.337215005999999994e+04	2.891081576948550556e-04	2.881493740873254834e-04	2.877605733086151772e-04	2.868171605717837629e-04	2.861380735338433113e-04	2.847308850866837600e-04
1.336764135999999962e+04	2.833854127216413527e-04	2.824456077348263682e-04	2.820645030644503416e-04	2.811397646899766703e-04	2.804741198252482600e-04	2.790947859383908331e-04
1.336313585000000057e+04	2.777720105473896993e-04	2.768508215623854854e-04	2.764772659530734906e-04	2.755708451354283209e-04	2.749183856082762392e-04	2.735663740728593203e-04
1.335863351999999941e+04	2.722659470258272205e-04	2.713630180701787054e-04	2.709968671698928782e-04	2.701084136434423301e-04	2.694688873257761988e-04	2.681436756878047365e-04
1.335413436000000002e+04	2.668652528745471758e-04	2.659802345066275206e-04	2.656213466116762200e-04	2.647505165369147062e-04	2.641236759262976857e-04	2.628247513169487486e-04
1.334963839000000007e+04	2.615680281283691002e-04	2.607005772074994562e-04	2.603488131693177244e-04	2.594952689066731821e-04	2.588808709635023438e-04	2.576077297617344148e-04
1.334514559000000008e+04	2.563723581480792726e-04	2.555221378831930876e-04	2.551773611280764307e-04	2.543407712857943814e-04	2.537385774677688500e-04	2.524907253717453251e-04
1.334065596000000005e+04	2.512763848951809782e-04	2.504430646571160200e-04	2.501051411101025846e-04	2.492851803595475782e-04	2.486949564887186740e-04	2.474719082403129032e-04
1.333616949000000022e+04	2.462782711599795097e-04	2.454615264124025871e-04	2.451303244692616592e-04	2.443266734769490730e-04	2.437481896907957432e-04	2.425494689742100501e-04
1.333168619000000035e+04	2.413762335836224296e-04	2.405757457044409926e-04	2.402511361592529543e-04	2.394634814111239716e-04	2.388965120360621482e-04	2.377216512157173201e-04
1.332720605000000069e+04	2.365684975978905879e-04	2.357839538500999951e-04	2.354658098834345092e-04	2.346938436561705967e-04	2.341381671869049183e-04	2.329867072646532513e-04
1.332272905999999966e+04	2.318533198190215170e-04	2.310844132472864325e-04	2.307726103842646628e-04	2.300160306435270374e-04	2.294714296698016631e-04	2.283429201331414228e-04
1.331825523000000067e+04	2.272290080148877604e-04	2.264754372759056051e-04	2.261698533174100276e-04	2.254283635509224501e-04	2.248946246373707770e-04	2.237886232104737522e-04
1.331378455000000031e+04	2.226938784987754244e-04	2.219553478329366327e-04	2.216558628441189262e-04	2.209291720337825901e-04	2.204060856998548226e-04	2.193221583019728605e-04
1.330931701000000066e+04	2.182462772951339954e-04	2.175224964279895044e-04	2.172289926983142581e-04	2.165168152232546368e-04	2.160041758734293190e-04	2.149418964742798614e-04
1.330485261999999966e+04	2.138845990053520345e-04	2.131752829865151799e-04	2.128876449644321320e-04	2.121897004424837154e-04	2.116873062521650473e-04	2.106462566354905979e-04
1.330039135999999962e+04	2.096072370302028663e-04	2.089121062373310879e-04	2.086302205318897466e-04	2.079462338235138323e-04	2.074538867418518698e-04	2.064336565112637352e-04
1.329593325000000004e+04	2.054126510608106013e-04	2.047314309797633946e-04	2.044551862714639719e-04	2.037848872634311147e-04	2.033023928576121770e-04	2.023025791139326324e-04
1.329147825999999986e+04	2.012992807769283985e-04	2.006317020681320888e-04	2.003609891358373776e-04	1.997041128065281271e-04	1.992312803087795418e-04	1.982514877474440872e-04
1.328702641000000040e+04	1.972656395066471168e-04	1.966114377608512147e-04	1.963461493827421179e-04	1.957024355618191332e-04	1.952390776964164042e-04	1.942789182490019945e-04
1.328257768000000033e+04	1.933102302426266449e-04	1.926691460151797595e-04	1.924091769826547893e-04	1.917783703847891427e-04	1.913243033923329171e-04	1.903833962768640756e-04
1.327813207999999941e+04	1.894316090791539435e-04	1.888033877139002389e-04	1.885486347601629141e-04	1.879304848117537832e-04	1.874855283244393034e-04	1.865634997869243528e-04
1.327368959999999970e+04	1.856283399066755791e-04	1.850127315100999947e-04	1.847630932996742535e-04	1.841573541134086862e-04	1.837213311367132899e-04	1.828178144131977097e-04
1.326925022999999965e+04	1.818990122669243616e-04	1.812957716230839688e-04	1.810511487173178100e-04	1.804575790084658445e-04	1.800303158608965973e-04	1.791449510526094732e-04
1.326481398000000081e+04	1.782422572520192528e-04	1.776511436847477178e-04	1.774114384859348304e-04	1.768298014367630474e-04	1.764111276522589776e-04	1.755435615233730024e-04
1.326038083000000006e+04	1.746567054879463580e-04	1.740774828623997434e-04	1.738425996144065549e-04	1.732726628756990509e-04	1.728624112047260036e-04	1.720122971846263331e-04
1.325595080000000053e+04	1.711410440583209633e-04	1.705734805937444694e-04	1.703433253060842537e-04	1.697848608129112400e-04	1.693828670898483665e-04	1.685498649983339350e-04
1.325152385999999933e+04	1.676939436895595560e-04	1.671378120135338691e-04	1.669122924833643955e-04	1.663650765084585554e-04	1.659711796900197815e-04	1.651549558169195474e-04
1.324710002999999961e+04	1.643141377338489157e-04	1.637692146746011176e-04	1.635482404025037444e-04	1.630120533519010531e-04	1.626260953700332660e-04	1.618263221703849120e-04
1.324267929999999978e+04	1.610003587499790069e-04	1.604664253390138519e-04	1.602499075300604903e-04	1.597245339456891265e-04	1.593463597094357288e-04	1.585627158073475631e-04
1.323826166000000012e+04	1.577513621432291699e-04	1.572282035395621371e-04	1.570160550725906688e-04	1.565012835577187260e-04	1.561307408995555039e-04	1.553629109770047491e-04
1.323384711000000061e+04	1.545659329239336703e-04	1.540533383159101957e-04	1.538454737037108346e-04	1.533410968263396515e-04	1.529780364326353490e-04	1.522257110853700844e-04
1.322943564999999944e+04	1.514428776374142718e-04	1.509406401712922667e-04	1.507369755316465671e-04	1.502427897542381915e-04	1.498870651146708675e-04	1.491499407473920462e-04
1.322502727000000050e+04	1.483810171325022323e-04	1.478889338650166932e-04	1.476893869014618522e-04	1.472051925342640014e-04	1.468566599082235297e-04	1.461344386649647250e-04
1.322062197000000015e+04	1.453792003640927270e-04	1.448970721692461163e-04	1.447015621332771375e-04	1.442271632426079620e-04	1.438856815931776321e-04	1.431780712205033077e-04
1.321621975000000020e+04	1.424362967668379542e-04	1.419639282679822521e-04	1.417723759315102567e-04	1.413075802729292290e-04	1.409730112187806451e-04	1.402797249661041196e-04
1.321182061000000067e+04	1.395511959185177840e-04	1.390883954215527271e-04	1.389007230498158366e-04	1.384453420023929653e-04	1.381175497704720050e-04	1.374383062920119165e-04
1.320742453000000023e+04	1.367227944633779611e-04	1.362693739333164188e-04	1.360855052753765610e-04	1.356393538186332801e-04	1.353182052275614204e-04	1.346527285479469306e-04
1.320303153000000020e+04	1.339500345041207282e-04	1.335058094143322610e-04	1.333256696419414544e-04	1.328885662075113294e-04	1.325739305608083206e-04	1.319219498538171142e-04
1.319864158999999927e+04	1.312318517983170930e-04	1.307966411515709075e-04	1.306201568677042575e-04	1.301919233600383463e-04	1.298836724610262516e-04	1.292449220804684959e-04
1.319425470999999925e+04	1.285672139139603070e-04	1.281408401369305949e-04	1.279679393330068206e-04	1.275484010255704232e-04	1.272464091026540099e-04	1.266206284275401260e-04
1.318987089000000014e+04	1.259551069259984605e-04	1.255373958078890152e-04	1.253680078388817211e-04	1.249569933137628544e-04	1.246611369769585077e-04	1.240480703214195610e-04
1.318549013000000014e+04	1.233945351089393958e-04	1.229853157411273784e-04	1.228193713010898407e-04	1.224167123896106554e-04	1.221268705877974524e-04	1.215262671125015662e-04
1.318111240999999973e+04	1.208845092767700508e-04	1.204836140311189244e-04	1.203210451443895851e-04	1.199265769057669765e-04	1.196426309113260487e-04	1.190542445916485323e-04
1.317673775000000023e+04	1.184240809896794437e-04	1.180313453834102352e-04	1.178720853498160267e-04	1.174856459381992408e-04	1.172074792513048920e-04	1.166310686790025640e-04
1.317236613000000034e+04	1.160122963819059966e-04	1.156275590955917323e-04	1.154715424977450968e-04	1.150929731799216194e-04	1.148204715412863797e-04	1.142557999509074727e-04
1.316799755999999979e+04	1.136482355165372826e-04	1.132713382815829961e-04	1.131185009392534133e-04	1.127476459839329271e-04	1.124806972951119578e-04	1.119275323988528422e-04
1.316363201999999910e+04	1.113309789826038247e-04	1.109617665795024146e-04	1.108120455489090546e-04	1.104487522250072423e-04	1.101872465471629282e-04	1.096453605323081211e-04
1.315926951999999983e+04	1.090596400809649432e-04	1.086979602308132584e-04	1.085512937606332619e-04	1.081954122305270745e-04	1.079392417075921578e-04	1.074084110772946532e-04
1.315491006000000016e+04	1.068333427990346808e-04	1.064790461280932290e-04	1.063353736450900651e-04	1.059867569297455513e-04	1.057358157633214257e-04	1.052158212845875939e-04
1.315055362000000059e+04	1.046512170814503070e-04	1.043041571013870035e-04	1.041634192023990562e-04	1.038219231619319022e-04	1.035761075972956420e-04	1.030667342719893538e-04
1.314620021000000088e+04	1.025124238412083836e-04	1.021724568463966605e-04	1.020345952566901093e-04	1.017000784893101631e-04	1.014592867426729057e-04	1.009603236567819536e-04
1.314184982999999920e+04	1.004161341714026619e-04	1.000831192051606863e-04	9.994807676473902803e-05	9.962040057353083243e-05	9.938453280812565888e-05	9.889577308221171223e-05
1.313750245999999970e+04	9.836152488129789218e-05	9.803532371693179275e-05	9.790304437284856327e-05	9.758207274711838968e-05	9.735103105977364630e-05	9.687227182114971239e-05
1.313315812000000005e+04	9.634780668308470157e-05	9.602828371145456701e-05	9.589871247221976697e-05	9.558431197686422182e-05	9.535800031836880284e-05	9.488904253608201650e-05
1.312881677999999920e+04	9.437418162172064829e-05	9.406120387998419057e-05	9.393428682722013633e-05	9.362632663100893006e-05	9.340465082647077548e-05	9.294529935348885472e-05
1.312447846000000027e+04	9.243988918159429474e-05	9.213332622904450426e-05	9.200901046713634633e-05	9.170736222054054368e-05	9.149022988144503595e-05	9.104029327242570851e-05
1.312014314999999988e+04	9.054416922472509973e-05	9.024389314153799177e-05	9.012212679712577966e-05	8.982666463108554967e-05	8.961398515440852791e-05	8.917327566386148334e-05
1.311581084000000010e+04	8.868627577588933191e-05	8.839216111615523790e-05	8.827289331908748306e-05	8.798349379879645007e-05	8.777517833373721465e-05	8.734351184708913428e-05
1.311148152999999911e+04	8.686548093569667901e-05	8.657740466747451864e-05	8.646058552649928401e-05	8.617712759241976880e-05	8.597308899794274854e-05	8.555028494355599320e-05
1.310715522000000055e+04	8.508107014639694509e-05	8.479891160746862687e-05	8.468449219229133617e-05	8.440685711661812288e-05	8.420700993011463460e-05	8.379289121434894201e-05
1.310283191000000079e+04	8.333234196335114418e-05	8.305598281773395877e-05	8.294391514138252288e-05	8.267198648525242151e-05	8.247624689173923174e-05	8.207063983512568326e-05
1.309851159000000007e+04	8.161860390197221541e-05	8.134792811020414736e-05	8.123816511697920918e-05	8.097182870123272502e-05	8.078011451230580203e-05	8.038284880593521040e-05
1.309419426000000021e+04	7.993918030043351355e-05	7.967407406378313839e-05	7.956656960663433778e-05	7.930571345691999469e-05	7.911794407123939150e-05	7.872885269488015438e-05
1.308987990999999965e+04	7.829340415951705542e-05	7.803375589125523140e-05	7.792846472013154773e-05	7.767297903863813540e-05	7.748907542158046946e-05	7.710799460151467879e-05
1.308556854999999996e+04	7.668062840704100748e-05	7.642632866635594782e-05	7.632320640140720380e-05	7.607298350183827813e-05	7.589286813868994814e-05	7.551963725072168021e-05
1.308126016999999956e+04	7.510021042504928855e-05	7.485115190227471338e-05	7.475015502786141227e-05	7.450508932090031840e-05	7.432868620639504823e-05	7.396314775417011495e-05
1.307695476000000053e+04	7.355151968455157796e-05	7.330759716107553361e-05	7.320868300951131544e-05	7.296867096337269500e-05	7.279590557329565536e-05	7.243790512946047513e-05
1.307265233000000080e+04	7.203394451338274108e-05	7.179505479911178106e-05	7.169818152530420480e-05	7.146312160420071149e-05	7.129392085109573056e-05	7.094330696551470836e-05
1.306835287000000062e+04	7.054687750388309944e-05	7.031291942309966661e-05	7.021804599881518733e-05	6.998783864904163004e-05	6.982213087219423604e-05	6.947875505119292968e-05
1.306405637999999999e+04	6.908972606890179482e-05	6.886060041111427413e-05	6.876768660504719178e-05	6.854223420661854471e-05	6.837994913724402310e-05	6.804366577147268676e-05
1.305976284999999916e+04	6.766190532191982212e-05	6.743751481632451075e-05	6.734652118374098273e-05	6.712572802526376391e-05	6.696679676841915500e-05	6.663746309537108416e-05
1.305547227999999996e+04	6.626284466387853764e-05	6.604309393197750286e-05	6.595398179550132666e-05	6.573775402755103428e-05	6.558210902857525423e-05	6.525958506304483850e-05
1.305118468000000030e+04	6.489198726813657277e-05	6.467678277806342634e-05	6.458951420915454611e-05	6.437775979933373018e-05	6.422533481149751244e-05	6.390948327854516730e-05
1.304690001999999913e+04	6.354877406581016996e-05	6.333802413976620429e-05	6.325256196173609387e-05	6.304519070199121654e-05	6.289592079176388147e-05	6.258660713762983054e-05
1.304261832999999933e+04	6.223267522251392514e-05	6.202628993981624780e-05	6.194259768851257157e-05	6.173952109973648102e-05	6.159334257811698834e-05	6.129043482792689759e-05
1.303833957999999984e+04	6.094315233175041311e-05	6.074104355726009369e-05	6.065908549259470299e-05	6.046021685259903592e-05	6.031706729525100825e-05	6.002043609473939914e-05
1.303406377000000066e+04	5.967968635443845555e-05	5.948176767433141997e-05	5.940150875423451691e-05	5.920676303455024605e-05	5.906658123630978083e-05	5.877609975755223611e-05
1.302979090999999971e+04	5.844177081665052393e-05	5.824795749674709100e-05	5.816936336026925993e-05	5.797865718514430246e-05	5.784138313050567811e-05	5.755692701075987137e-05
1.302552099000000089e+04	5.722890292099928861e-05	5.703911189457149661e-05	5.696214885693937633e-05	5.677540049134139537e-05	5.664097534582120450e-05	5.636242266963195359e-05
1.302125401000000056e+04	5.604059221256110703e-05	5.585474203940077494e-05	5.577937707541858072e-05	5.559650638475925307e-05	5.546487246590516842e-05	5.519210370502942325e-05
1.301698996000000079e+04	5.487635472630472070e-05	5.469436557120072723e-05	5.462056630652245044e-05	5.444149473547976590e-05	5.431259549762640029e-05	5.404549347944471440e-05
1.301272883999999976e+04	5.373571839061959480e-05	5.355751198391511835e-05	5.348524667904992877e-05	5.330989721275779779e-05	5.318367721909021581e-05	5.292212706871739767e-05
1.300847064999999930e+04	5.261821999916740575e-05	5.244371960735959379e-05	5.237295714574957304e-05	5.220125428086879198e-05	5.207765918259885552e-05	5.182154827973364363e-05
1.300421538999999939e+04	5.152340505395896239e-05	5.135253545081901107e-05	5.128324532712789214e-05	5.111511504342925176e-05	5.099409155934054005e-05	5.074330949587909170e-05
1.299996305000000029e+04	5.045082511359777380e-05	5.028351256008514080e-05	5.021566487205328665e-05	5.005103461265376593e-05	4.993253051487522349e-05	4.968696906543161026e-05
1.299571362000000045e+04	4.940004033515870346e-05	4.923621255090558120e-05	4.916977798778646039e-05	4.900857663109087388e-05	4.889254072489983846e-05	4.865209380495431771e-05
1.299146711999999934e+04	4.837062651590356857e-05	4.821021262734655742e-05	4.814516244887342522e-05	4.798732025753760477e-05	4.787370234462253832e-05	4.763826593439542925e-05
1.298722351999999955e+04	4.736215540553262470e-05	4.720508595933587412e-05	4.714139200116501633e-05	4.698684063530377881e-05	4.687559152327156853e-05	4.664506368742410696e-05
1.298298284000000058e+04	4.637421880411214442e-05	4.622042570067332187e-05	4.615806034741977735e-05	4.600673279917888106e-05	4.589780425445850651e-05	4.567208504450085283e-05
1.297874507000000085e+04	4.540640916814014385e-05	4.525582565941347875e-05	4.519476184376824138e-05	4.504659243518235493e-05	4.493993718148297638e-05	4.471892863257912598e-05
1.297451019000000088e+04	4.445832459041338563e-05	4.431088526121773933e-05	4.425109645636791765e-05	4.410602082096834985e-05	4.400159252604016972e-05	4.378519862957416179e-05
1.297027822000000015e+04	4.352957973678746209e-05	4.338522044984429116e-05	4.332668064718517786e-05	4.318463567591893819e-05	4.308238891262473235e-05	4.287051553553390085e-05
1.296604915000000074e+04	4.261978992728355717e-05	4.247844782104744516e-05	4.242113152930278866e-05	4.228205536839792878e-05	4.218194561317644743e-05	4.197450049476737002e-05
1.296182296999999926e+04	4.172857791472044375e-05	4.159019137872935825e-05	4.153407361395552012e-05	4.139790564066658254e-05	4.129988925607363588e-05	4.109678197184415054e-05
1.295759968999999910e+04	4.085557783923343336e-05	4.072008647634442610e-05	4.066514274661639809e-05	4.053182353206549412e-05	4.043585774002625107e-05	4.023699964623950968e-05
1.295337930000000051e+04	4.000042666310731375e-05	3.986777128013726731e-05	3.981397758175336739e-05	3.968344888172099105e-05	3.958949175690102486e-05	3.939479597684909204e-05
1.294916179000000011e+04	3.916276838238404173e-05	3.903289096678327669e-05	3.898022377480595945e-05	3.885242850677856973e-05	3.876043896006224317e-05	3.856982034983042054e-05
