Wavenumber	20°C	30°C	40°C	50°C	60°C	70°C
1.371488047999999981e+04	1.216344753771002058e-03	1.458756916446519222e-03	1.774837255212257823e-03	1.964191034413658669e-03	3.365559395520364028e-03	6.472781223441785407e-03
1.371012625999999909e+04	1.193678501283140098e-03	1.432188326848008982e-03	1.743548282821732976e-03	1.930076146524849949e-03	3.312818447296513123e-03	6.385201198997910235e-03
1.370537550000000010e+04	1.171413786197308699e-03	1.406079057631765645e-03	1.712782114827945913e-03	1.896522529023929142e-03	3.260855700245337847e-03	6.298726577798616395e-03
1.370062817999999970e+04	1.149543891532686267e-03	1.380421625508973342e-03	1.682530534239699577e-03	1.863521501658481610e-03	3.209660445208507677e-03	6.213344508672859028e-03
1.369588429999999971e+04	1.128062294601029974e-03	1.355208765613905931e-03	1.652785567796053595e-03	1.831064643826350608e-03	3.159222318266255956e-03	6.129042626267388987e-03
1.369114386999999988e+04	1.106962613753923732e-03	1.330433369383195478e-03	1.623539413245264195e-03	1.799143715485179143e-03	3.109531180341561576e-03	6.045808854323877005e-03
1.368640685999999914e+04	1.086238386544155195e-03	1.306088224189149620e-03	1.594784132139434509e-03	1.767750321908346774e-03	3.060576595758806619e-03	5.963630532420174067e-03
1.368167329000000063e+04	1.065883467182062458e-03	1.282166480266410790e-03	1.566512201345342031e-03	1.736876515781026007e-03	3.012348770861683709e-03	5.882495990259596283e-03
1.367694314999999915e+04	1.045891671530946266e-03	1.258661233966835383e-03	1.538716021221378256e-03	1.706514260444298410e-03	2.964837718786511329e-03	5.802393148639014599e-03
1.367221643000000040e+04	1.026256910500917630e-03	1.235565684531425568e-03	1.511388100862038350e-03	1.676655632158052019e-03	2.918033574955451737e-03	5.723310048518749464e-03
1.366749313000000075e+04	1.006973229246575048e-03	1.212873180402303502e-03	1.484521113185406291e-03	1.647292880417482912e-03	2.871926692784960815e-03	5.645235014467133404e-03
1.366277325000000019e+04	9.880347626453885122e-04	1.190577167073723300e-03	1.458107833540899000e-03	1.618418361015544439e-03	2.826507540052273105e-03	5.568156481585627600e-03
1.365805678000000080e+04	9.694356950663914237e-04	1.168671139861143316e-03	1.432141083930368354e-03	1.590024475139037701e-03	2.781766603692866283e-03	5.492062834509909772e-03
1.365334372000000076e+04	9.511703394487450343e-04	1.147148737162686540e-03	1.406613843715402582e-03	1.562103790488798350e-03	2.737694581173943324e-03	5.416942733295744550e-03
1.364863406000000032e+04	9.332330572474556918e-04	1.126003646334050286e-03	1.381519138268309885e-03	1.534648919620029217e-03	2.694282189650160694e-03	5.342784789969895649e-03
1.364392780999999923e+04	9.156183718968712503e-04	1.105229737592126589e-03	1.356850198089275391e-03	1.507652694111296385e-03	2.651520442117244816e-03	5.269578041179583637e-03
1.363922494999999981e+04	8.983207788831231236e-04	1.084820840231344365e-03	1.332600193362207947e-03	1.481107874211699295e-03	2.609400188736776642e-03	5.197311164925615297e-03
1.363452548999999999e+04	8.813349692109869685e-04	1.064771006324059278e-03	1.308762547310704776e-03	1.455007491851442953e-03	2.567912660977186498e-03	5.125973413188868351e-03
1.362982942000000003e+04	8.646556427609244358e-04	1.045074290708989002e-03	1.285330675070395527e-03	1.429344564934144964e-03	2.527049019483062261e-03	5.055553838143432219e-03
1.362513673000000017e+04	8.482775826306273746e-04	1.025724838801559020e-03	1.262298088147038302e-03	1.404112211728153134e-03	2.486800535945210468e-03	4.986041604298271229e-03
1.362044743000000017e+04	8.321957219682498156e-04	1.006716965760283541e-03	1.239658488953918405e-03	1.379303754569000942e-03	2.447158759797059529e-03	4.917426278489308786e-03
1.361576151000000027e+04	8.164050032990582658e-04	9.880449904394674084e-04	1.217405573362756108e-03	1.354912503641928943e-03	2.408115174116333065e-03	4.849697236655344662e-03
1.361107897000000048e+04	8.009004818708253658e-04	9.697033576382387216e-04	1.195533176439017835e-03	1.330931916730964618e-03	2.369661451299407903e-03	4.782844106616712491e-03
1.360639978999999948e+04	7.856772249241011875e-04	9.516865190956348393e-04	1.174035130749827337e-03	1.307355443967133301e-03	2.331789204991049653e-03	4.716856338056347846e-03
1.360172399000000041e+04	7.707305064207913307e-04	9.339891640801347653e-04	1.152905541680786239e-03	1.284176829836960153e-03	2.294490475857629500e-03	4.651724049666232375e-03
1.359705155000000013e+04	7.560555457240698265e-04	9.166059102574912595e-04	1.132138418772189866e-03	1.261389708963231134e-03	2.257757083043413285e-03	4.587436900195868660e-03
1.359238247000000047e+04	7.416477012034809226e-04	8.995315329800014593e-04	1.111727949534053453e-03	1.238987906491193728e-03	2.221581107602822302e-03	4.523984932123554549e-03
1.358771674999999959e+04	7.275024036093661857e-04	8.827608865867294990e-04	1.091668405756821220e-03	1.216965335437582415e-03	2.185954728487491186e-03	4.461358287197227275e-03
1.358305438999999933e+04	7.136151550991664920e-04	8.662889033840320743e-04	1.071954142481174608e-03	1.195315995642390328e-03	2.150870221591487819e-03	4.399547205762799340e-03
1.357839537000000018e+04	6.999814702645457479e-04	8.501105237841056648e-04	1.052579514497420897e-03	1.174033882117361469e-03	2.116319811567228971e-03	4.338541765832227073e-03
1.357373970000000008e+04	6.865970227490298186e-04	8.342208703841956985e-04	1.033539084942273253e-03	1.153113214231815545e-03	2.082296044315716868e-03	4.278332541090934353e-03
1.356908738000000085e+04	6.734575246397600480e-04	8.186151050547177139e-04	1.014827454463608719e-03	1.132548248200825926e-03	2.048791483954756805e-03	4.218910068295028681e-03
1.356443839999999909e+04	6.605587280842651872e-04	8.032884309110234272e-04	9.964392636393690217e-04	1.112333279761386655e-03	2.015798717237044131e-03	4.160264854632309689e-03
1.355979275000000052e+04	6.478964538061878506e-04	7.882361262742474534e-04	9.783692338202433156e-04	1.092462689111541908e-03	1.983310427179295257e-03	4.102387508623985685e-03
1.355515042999999969e+04	6.354666166470833346e-04	7.734535751855076309e-04	9.606122039814404736e-04	1.072930981532866637e-03	1.951319460402928209e-03	4.045268861546475088e-03
1.355051144999999997e+04	6.232652222370768484e-04	7.589362636431905978e-04	9.431631264989229994e-04	1.053732782880648479e-03	1.919818821074790842e-03	3.988899958989339939e-03
1.354587578000000030e+04	6.112882357617527643e-04	7.446796235483893987e-04	9.260168796958818862e-04	1.034862633387997541e-03	1.888801332968366485e-03	3.933271456415250548e-03
1.354124344999999994e+04	5.995318417571157688e-04	7.306793420001629191e-04	9.091686398852509262e-04	1.016315397133671708e-03	1.858260312605532639e-03	3.878374826018792833e-03
1.353661441999999988e+04	5.879921084360686815e-04	7.169309618203825165e-04	8.926134010467944068e-04	9.980857334771955480e-04	1.828188700850745833e-03	3.824200799625040482e-03
1.353198871999999938e+04	5.766653421539766691e-04	7.034303037901015873e-04	8.763464831200939130e-04	9.801686566812042173e-04	1.798579985077107361e-03	3.770741027175464766e-03
1.352736631999999918e+04	5.655477612854985193e-04	6.901730782613222075e-04	8.603630645505590735e-04	9.625590212815935505e-04	1.769427351221785662e-03	3.717986550814628664e-03
1.352274724000000060e+04	5.546357658577572491e-04	6.771552066194224491e-04	8.446585697253885866e-04	9.452519488702096524e-04	1.740724389419552728e-03	3.665929079195001314e-03
1.351813145000000077e+04	5.439256961209800942e-04	6.643725335067543871e-04	8.292283221883802466e-04	9.282424461012904774e-04	1.712464462302554441e-03	3.614559845350981317e-03
1.351351896999999917e+04	5.334140679658751823e-04	6.518211077834045082e-04	8.140678837442219236e-04	9.115257784701334600e-04	1.684641325535931938e-03	3.563870733051838213e-03
1.350890978999999970e+04	5.230973843639082511e-04	6.394969576510910539e-04	7.991727832694098472e-04	8.950971714901920272e-04	1.657248632548817633e-03	3.513853378723398937e-03
1.350430390000000079e+04	5.129722059994185806e-04	6.273961750091285082e-04	7.845386186074311107e-04	8.789519230424096448e-04	1.630280121352736464e-03	3.464499510855433700e-03
1.349970129000000088e+04	5.030351504036755005e-04	6.155149145310867672e-04	7.701610556135444780e-04	8.630854023930757636e-04	1.603729613562684519e-03	3.415800949178071731e-03
1.349510197999999946e+04	4.932829541376071913e-04	6.038494681743244476e-04	7.560359185633446985e-04	8.474931500778104749e-04	1.577591182649940027e-03	3.367749915282454171e-03
1.349050595000000067e+04	4.837123218465147912e-04	5.923960847778775600e-04	7.421589719506517220e-04	8.321706371456387896e-04	1.551858751429300220e-03	3.320338294637768545e-03
1.348591320000000087e+04	4.743200546176523321e-04	5.811511236487300553e-04	7.285261065125875519e-04	8.171134705253530091e-04	1.526526436432282946e-03	3.273558269373709733e-03
1.348132372000000032e+04	4.651029857472383996e-04	5.701109778257201083e-04	7.151332464555073274e-04	8.023172906781839793e-04	1.501588376908842559e-03	3.227402004734010368e-03
1.347673752000000059e+04	4.560580404088172054e-04	5.592721456456691172e-04	7.019764364101435802e-04	7.877778677250420235e-04	1.477038897399250358e-03	3.181861950739738910e-03
1.347215458000000035e+04	4.471821353720628590e-04	5.486311107010302104e-04	6.890516959091353170e-04	7.734909407190813501e-04	1.452872237199884318e-03	3.136930341801480795e-03
1.346757490999999936e+04	4.384722965923561156e-04	5.381844828490185088e-04	6.763551906948827479e-04	7.594524070193063667e-04	1.429082870705174549e-03	3.092599791829531326e-03
1.346299849999999969e+04	4.299255607375202740e-04	5.279288802793174204e-04	6.638830896645859635e-04	7.456581642440442094e-04	1.405665240900684336e-03	3.048862800172504484e-03
1.345842534999999953e+04	4.215390323873516613e-04	5.178609981889931374e-04	6.516316484313241066e-04	7.321042027050192426e-04	1.382613916340421712e-03	3.005712044438458349e-03
1.345385546000000068e+04	4.133098637827294758e-04	5.079775846023666837e-04	6.395971800989656841e-04	7.187865731669347167e-04	1.359923537221449479e-03	2.963140281178253382e-03
1.344928881999999976e+04	4.052352366059048367e-04	4.982754185671991933e-04	6.277760288245609306e-04	7.057013576395667091e-04	1.337588766052301252e-03	2.921140253854247540e-03
1.344472542000000067e+04	3.973123800798693587e-04	4.887513319615261354e-04	6.161645964675008160e-04	6.928446989094420080e-04	1.315604338319167335e-03	2.879704788236916568e-03
1.344016527999999926e+04	3.895386209067576867e-04	4.794022696594506684e-04	6.047594161492522800e-04	6.802128820844954241e-04	1.293965202888423729e-03	2.838827058823997253e-03
1.343560836999999992e+04	3.819112452620913130e-04	4.702251236772106218e-04	5.935569501032146025e-04	6.678021107850788110e-04	1.272666139421955740e-03	2.798499867564893922e-03
1.343105470000000059e+04	3.744276523223171870e-04	4.612169178771048585e-04	5.825538150908436468e-04	6.556087568424530908e-04	1.251702186457076711e-03	2.758716452841527764e-03
1.342650425999999970e+04	3.670852516029417820e-04	4.523746845804887755e-04	5.717466319926168064e-04	6.436291937635969101e-04	1.231068356582787696e-03	2.719469952048192852e-03
1.342195706000000064e+04	3.598815280596961682e-04	4.436955430160254552e-04	5.611321217534071546e-04	6.318599031106112741e-04	1.210759819858845147e-03	2.680753750450843523e-03
1.341741308000000026e+04	3.528139614832812823e-04	4.351766023127677584e-04	5.507069869077292406e-04	6.202973432119673241e-04	1.190771678011802491e-03	2.642561052024324387e-03
1.341287233000000015e+04	3.458801209127910256e-04	4.268150753337836300e-04	5.404680509203080123e-04	6.089381037174577483e-04	1.171099231648572818e-03	2.604885389661138785e-03
1.340833479000000079e+04	3.390775706479864579e-04	4.186081654714223182e-04	5.304121197756849924e-04	5.977787521428307464e-04	1.151737715511628362e-03	2.567720120128797866e-03
1.340380047999999988e+04	3.324039758308567618e-04	4.105531940689147175e-04	5.205361381636852908e-04	5.868160072151449181e-04	1.132682599385824050e-03	2.531059001590861991e-03
1.339926936999999998e+04	3.258569675659434548e-04	4.026474377563504922e-04	5.108369902536597515e-04	5.760465178236356216e-04	1.113929204902439681e-03	2.494895458382561521e-03
1.339474148000000059e+04	3.194342895045144959e-04	3.948883054543761797e-04	5.013117168297806991e-04	5.654671041008019249e-04	1.095473125072565822e-03	2.459223388929135390e-03
1.339021680000000015e+04	3.131336803056237366e-04	3.872731965593399208e-04	4.919573414905223895e-04	5.550745645284516734e-04	1.077309889271306585e-03	2.424036521405282738e-03
1.338569532000000072e+04	3.069529175678113752e-04	3.797995540344258135e-04	4.827709358384568998e-04	5.448657483434959578e-04	1.059435089479796466e-03	2.389328657131273466e-03
1.338117704000000049e+04	3.008898305026423909e-04	3.724648798230802528e-04	4.737496385617461035e-04	5.348375768052161415e-04	1.041844418133714388e-03	2.355093745119597910e-03
1.337666194999999971e+04	2.949422719991327672e-04	3.652667011453621430e-04	4.648906141196386356e-04	5.249869973336266727e-04	1.024533588311800532e-03	2.321325727870190720e-03
1.337215005999999994e+04	2.891081576948550556e-04	3.582026178545925314e-04	4.561911111298047367e-04	5.153110484784346589e-04	1.007498448348767952e-03	2.288018765600753103e-03
1.336764135999999962e+04	2.833854127216413527e-04	3.512702380573421118e-04	4.476483832424242668e-04	5.058067719858421428e-04	9.907348277760630317e-04	2.255166936461599526e-03
1.336313585000000057e+04	2.777720105473896993e-04	3.444672251971116574e-04	4.392597472002527379e-04	4.964712774081784163e-04	9.742386513591177848e-04	2.222764459797495554e-03
1.335863351999999941e+04	2.722659470258272205e-04	3.377912666901401240e-04	4.310225442961245911e-04	4.873016992716925136e-04	9.580058640175927696e-04	2.190805549755432680e-03
1.335413436000000002e+04	2.668652528745471758e-04	3.312400891010453961e-04	4.229341591623703763e-04	4.782952180201099955e-04	9.420324681291944620e-04	2.159284488882152672e-03
1.334963839000000007e+04	2.615680281283691002e-04	3.248115000350104047e-04	4.149920716495975916e-04	4.694491178553754536e-04	9.263146268671198667e-04	2.128195833510069385e-03
1.334514559000000008e+04	2.563723581480792726e-04	3.185032863047895920e-04	4.071937311717534354e-04	4.607606468514298414e-04	9.108484163848606366e-04	2.097533925029464869e-03
1.334065596000000005e+04	2.512763848951809782e-04	3.123133004616620505e-04	3.995366636530043821e-04	4.522271360915454006e-04	8.956300376164424201e-04	2.067293308708904355e-03
1.333616949000000022e+04	2.462782711599795097e-04	3.062394174466053659e-04	3.920184180683984761e-04	4.438459401668633101e-04	8.806557109656004559e-04	2.037468526036223006e-03
1.333168619000000035e+04	2.413762335836224296e-04	3.002795747812532219e-04	3.846366162847224138e-04	4.356144927796702800e-04	8.659217760491828885e-04	2.008054313992302647e-03
1.332720605000000069e+04	2.365684975978905879e-04	2.944317178725717175e-04	3.773888854550684104e-04	4.275302314218324025e-04	8.514245575478231621e-04	1.979045338545109504e-03
1.332272905999999966e+04	2.318533198190215170e-04	2.886938272715435004e-04	3.702728918241718521e-04	4.195906350882109290e-04	8.371604328306665862e-04	1.950436329574307135e-03
1.331825523000000067e+04	2.272290080148877604e-04	2.830639430517744312e-04	3.632863710889616335e-04	4.117932582101127212e-04	8.231258935237760910e-04	1.922222205500292037e-03
1.331378455000000031e+04	2.226938784987754244e-04	2.775401130227363004e-04	3.564270642664169844e-04	4.041356591425322958e-04	8.093174174419408675e-04	1.894397817088297334e-03
1.330931701000000066e+04	2.182462772951339954e-04	2.721204185294397193e-04	3.496927497519857278e-04	3.966154359599458339e-04	7.957315331359420115e-04	1.866958077141798534e-03
1.330485261999999966e+04	2.138845990053520345e-04	2.668029975185482968e-04	3.430812721021162469e-04	3.892302586544001022e-04	7.823648786429561550e-04	1.839898080271301292e-03
1.330039135999999962e+04	2.096072370302028663e-04	2.615859839259193067e-04	3.365904667851143603e-04	3.819777851334134485e-04	7.692140499910581119e-04	1.813212797217728274e-03
1.329593325000000004e+04	2.054126510608106013e-04	2.564675900263689318e-04	3.302182626818032994e-04	3.748557757667888624e-04	7.562758090444440069e-04	1.786897496603571814e-03
1.329147825999999986e+04	2.012992807769283985e-04	2.514460012171544742e-04	3.239625512440606108e-04	3.678619472199533324e-04	7.435468187211234344e-04	1.760947207953283185e-03
1.328702641000000040e+04	1.972656395066471168e-04	2.465194903599829813e-04	3.178213289304619477e-04	3.609941316880623170e-04	7.310239326437365697e-04	1.735357311438014789e-03
1.328257768000000033e+04	1.933102302426266449e-04	2.416863153224633879e-04	3.117925696756070064e-04	3.542501343683595021e-04	7.187039362549452149e-04	1.710123011080849588e-03
1.327813207999999941e+04	1.894316090791539435e-04	2.369447964977241129e-04	3.058743215829251441e-04	3.476278416191533674e-04	7.065837442727756742e-04	1.685239738516065844e-03
1.327368959999999970e+04	1.856283399066755791e-04	2.322932615109980846e-04	3.000646380579150485e-04	3.411251439716125292e-04	6.946602605512817693e-04	1.660702866908672247e-03
1.326925022999999965e+04	1.818990122669243616e-04	2.277300670750905616e-04	2.943616051257336836e-04	3.347399667125380038e-04	6.829304341673398792e-04	1.636507826061733275e-03
1.326481398000000081e+04	1.782422572520192528e-04	2.232536185112503260e-04	2.887633659346568573e-04	3.284702973685156395e-04	6.713913104293632280e-04	1.612650208642033315e-03
1.326038083000000006e+04	1.746567054879463580e-04	2.188623183772473693e-04	2.832680566105253892e-04	3.223141139136784347e-04	6.600398992303965935e-04	1.589125498922120674e-03
1.325595080000000053e+04	1.711410440583209633e-04	2.145546362118725108e-04	2.778738935757280471e-04	3.162694826064370627e-04	6.488733555808550227e-04	1.565929446933717441e-03
1.325152385999999933e+04	1.676939436895595560e-04	2.103290193957416164e-04	2.725790620573831651e-04	3.103344331150137978e-04	6.378887495890674412e-04	1.543057592068966793e-03
1.324710002999999961e+04	1.643141377338489157e-04	2.061839899756622387e-04	2.673818374069789582e-04	3.045070945006754363e-04	6.270833180088794968e-04	1.520505786186393451e-03
1.324267929999999978e+04	1.610003587499790069e-04	2.021180669924073814e-04	2.622804878881998818e-04	2.987855863050471890e-04	6.164542632390300784e-04	1.498269776285280838e-03
1.323826166000000012e+04	1.577513621432291699e-04	1.981297954872371034e-04	2.572733110620430141e-04	2.931680593510361393e-04	6.059988289697609528e-04	1.476345362051562776e-03
1.323384711000000061e+04	1.545659329239336703e-04	1.942177548519675545e-04	2.523586443553464762e-04	2.876527076392128008e-04	5.957143227341603689e-04	1.454728443913043011e-03
1.322943564999999944e+04	1.514428776374142718e-04	1.903805489786157437e-04	2.475348527835550269e-04	2.822377546159955198e-04	5.855980907898698708e-04	1.433414971223433100e-03
1.322502727000000050e+04	1.483810171325022323e-04	1.866167974130549022e-04	2.428003178892199315e-04	2.769214407832507876e-04	5.756474952303259176e-04	1.412400894421421979e-03
1.322062197000000015e+04	1.453792003640927270e-04	1.829251523581005429e-04	2.381534591861461192e-04	2.717020478023194708e-04	5.658599593378893381e-04	1.391682261138214123e-03
1.321621975000000020e+04	1.424362967668379542e-04	1.793042893523117266e-04	2.335927225197021579e-04	2.665778854642020072e-04	5.562329436186457150e-04	1.371255166415659942e-03
1.321182061000000067e+04	1.395511959185177840e-04	1.757529068983848335e-04	2.291165796655509311e-04	2.615472912693804627e-04	5.467639453233851324e-04	1.351115752224513970e-03
1.320742453000000023e+04	1.367227944633779611e-04	1.722697103976350726e-04	2.247235081271840970e-04	2.566086077433370129e-04	5.374504559371832708e-04	1.331260117261257253e-03
1.320303153000000020e+04	1.339500345041207282e-04	1.688534594681019975e-04	2.204120508735995664e-04	2.517602496204907427e-04	5.282900881442486804e-04	1.311684588055903695e-03
1.319864158999999927e+04	1.312318517983170930e-04	1.655029041891429534e-04	2.161807359945657554e-04	2.470006135505909079e-04	5.192804058538377353e-04	1.292385357131965338e-03
1.319425470999999925e+04	1.285672139139603070e-04	1.622168321340059817e-04	2.120281360887506575e-04	2.423281448951956831e-04	5.104190505035758425e-04	1.273358752902729570e-03
1.318987089000000014e+04	1.259551069259984605e-04	1.589940520290163248e-04	2.079528477222053300e-04	2.377413146664555433e-04	5.017036978975898068e-04	1.254601148263525092e-03
1.318549013000000014e+04	1.233945351089393958e-04	1.558333934130551410e-04	2.039534910589828819e-04	2.332386191395628933e-04	4.931320577582794630e-04	1.236108960131683662e-03
1.318111240999999973e+04	1.208845092767700508e-04	1.527336922732576289e-04	2.000286917280308288e-04	2.288185594564331831e-04	4.847018350750349801e-04	1.217878566266647434e-03
1.317673775000000023e+04	1.184240809896794437e-04	1.496938333225588302e-04	1.961771344087790173e-04	2.244797019979159368e-04	4.764108454990550199e-04	1.199906555217953577e-03
1.317236613000000034e+04	1.160122963819059966e-04	1.467126930177520586e-04	1.923974907406825956e-04	2.202205972238219667e-04	4.682568608315975842e-04	1.182189392694015916e-03
1.316799755999999979e+04	1.136482355165372826e-04	1.437891882102998453e-04	1.886884810073668106e-04	2.160398491803848737e-04	4.602377420250353883e-04	1.164723710096859455e-03
1.316363201999999910e+04	1.113309789826038247e-04	1.409222348945583434e-04	1.850488218938613671e-04	2.119360566573265880e-04	4.523513268083254437e-04	1.147506060854267982e-03
1.315926951999999983e+04	1.090596400809649432e-04	1.381107880455270719e-04	1.814772770842879523e-04	2.079078702468415080e-04	4.445955393998374532e-04	1.130533159852647584e-03
1.315491006000000016e+04	1.068333427990346808e-04	1.353538144187682948e-04	1.779726228136601111e-04	2.039539535420916035e-04	4.369683163772270776e-04	1.113801722541506211e-03
1.315055362000000059e+04	1.046512170814503070e-04	1.326502867083381135e-04	1.745336404606423833e-04	2.000729747877018154e-04	4.294675906116481837e-04	1.097308429550983505e-03
1.314620021000000088e+04	1.025124238412083836e-04	1.299992145610147343e-04	1.711591560402118582e-04	1.962636514668509116e-04	4.220913776215154184e-04	1.081050116822580755e-03
1.314184982999999920e+04	1.004161341714026619e-04	1.273996188683819062e-04	1.678480075813449312e-04	1.925247135239521235e-04	4.148377049118746255e-04	1.065023621147512776e-03
1.313750245999999970e+04	9.836152488129789218e-05	1.248505262451652005e-04	1.645990381125693621e-04	1.888548954510584814e-04	4.077045966625349161e-04	1.049225746205726967e-03
1.313315812000000005e+04	9.634780668308470157e-05	1.223510040293279049e-04	1.614111403186236943e-04	1.852529867505845970e-04	4.006901720337651502e-04	1.033653480656271991e-03
1.312881677999999920e+04	9.437418162172064829e-05	1.199001074918393641e-04	1.582831892954554521e-04	1.817177559975577362e-04	3.937924977376632734e-04	1.018303671866912065e-03
1.312447846000000027e+04	9.243988918159429474e-05	1.174969370971708856e-04	1.552141156297709033e-04	1.782480334328564911e-04	3.870097491209630231e-04	1.003173383958461812e-03
1.312014314999999988e+04	9.054416922472509973e-05	1.151405925229510315e-04	1.522028467901619336e-04	1.748426447582601868e-04	3.803400813837390024e-04	9.882596120878947045e-04
1.311581084000000010e+04	8.868627577588933191e-05	1.128301897972001482e-04	1.492483290259314917e-04	1.715004358984742656e-04	3.737816779966796369e-04	9.735593902554774909e-04
1.311148152999999911e+04	8.686548093569667901e-05	1.105648661985504481e-04	1.463495336892719925e-04	1.682202801791884560e-04	3.673327650706954351e-04	9.590698240829468495e-04
1.310715522000000055e+04	8.508107014639694509e-05	1.083437744043540404e-04	1.435054498103403311e-04	1.650010699555197989e-04	3.609915952324015218e-04	9.447880553019235303e-04
1.310283191000000079e+04	8.333234196335114418e-05	1.061660822347600168e-04	1.407150838156472365e-04	1.618417163146882538e-04	3.547564472644905431e-04	9.307112613610068119e-04
1.309851159000000007e+04	8.161860390197221541e-05	1.040309675055490568e-04	1.379774529719259566e-04	1.587411416708439237e-04	3.486256116741375866e-04	9.168366231421474491e-04
1.309419426000000021e+04	7.993918030043351355e-05	1.019376278473940663e-04	1.352915980130615990e-04	1.556982940827497555e-04	3.425974191723771332e-04	9.031613896726410325e-04
1.308987990999999965e+04	7.829340415951705542e-05	9.988527056685010338e-05	1.326565701846894331e-04	1.527121326016818838e-04	3.366702119240464679e-04	8.896828134774690177e-04
1.308556854999999996e+04	7.668062840704100748e-05	9.787312671935582313e-05	1.300714493541604844e-04	1.497816478139515515e-04	3.308423845254049810e-04	8.763982441295139342e-04
1.308126016999999956e+04	7.510021042504928855e-05	9.590043184029289501e-05	1.275353193139355812e-04	1.469058338733022129e-04	3.251123287041589576e-04	8.633050028956396494e-04
1.307695476000000053e+04	7.355151968455157796e-05	9.396643548543535235e-05	1.250472800611776016e-04	1.440837024305919732e-04	3.194784611031969046e-04	8.504004460966370230e-04
1.307265233000000080e+04	7.203394451338274108e-05	9.207040971498375989e-05	1.226064587663810155e-04	1.413142951010843253e-04	3.139392484573551171e-04	8.376820233972263972e-04
1.306835287000000062e+04	7.054687750388309944e-05	9.021163089582543055e-05	1.202119864033271879e-04	1.385966569753918393e-04	3.084931549172411063e-04	8.251471575362877590e-04
1.306405637999999999e+04	6.908972606890179482e-05	8.838939290935958568e-05	1.178630147825617371e-04	1.359298559598785979e-04	3.031386808715140057e-04	8.127933336663789457e-04
1.305976284999999916e+04	6.766190532191982212e-05	8.660299827646059535e-05	1.155587051587890067e-04	1.333129698652711973e-04	2.978743372748771361e-04	8.006180406530231681e-04
1.305547227999999996e+04	6.626284466387853764e-05	8.485176641858547468e-05	1.132982389191617155e-04	1.307450985594967822e-04	2.926986702464084858e-04	7.886188282055145221e-04
1.305118468000000030e+04	6.489198726813657277e-05	8.313503304640617014e-05	1.110808168507738573e-04	1.282253631628480059e-04	2.876102597600434371e-04	7.767933045573297826e-04
1.304690001999999913e+04	6.354877406581016996e-05	8.145213012288851683e-05	1.089056332890270013e-04	1.257528766850806216e-04	2.826076604820342854e-04	7.651389991691479779e-04
1.304261832999999933e+04	6.223267522251392514e-05	7.980242531365180285e-05	1.067719271279645815e-04	1.233268020164068912e-04	2.776895191794693987e-04	7.536536362782781827e-04
1.303833957999999984e+04	6.094315233175041311e-05	7.818527464194774499e-05	1.046789206632093823e-04	1.209462824289977815e-04	2.728544342930883083e-04	7.423348081203996838e-04
1.303406377000000066e+04	5.967968635443845555e-05	7.660005751869288458e-05	1.026258649103246222e-04	1.186104931090741806e-04	2.681010604209433951e-04	7.311802187975771725e-04
1.302979090999999971e+04	5.844177081665052393e-05	7.504616825151829438e-05	1.006120286842325794e-04	1.163186287699576022e-04	2.634280835606141158e-04	7.201876273213127970e-04
1.302552099000000089e+04	5.722890292099928861e-05	7.352300490924283303e-05	9.863668420383620190e-05	1.140698872863342715e-04	2.588341879274604269e-04	7.093547699290370144e-04
1.302125401000000056e+04	5.604059221256110703e-05	7.202998021621726064e-05	9.669912123737936527e-05	1.118634858045103309e-04	2.543180889249086829e-04	6.986794378269643637e-04
1.301698996000000079e+04	5.487635472630472070e-05	7.056651422319672661e-05	9.479863763186455433e-05	1.096986499771966504e-04	2.498785113290363314e-04	6.881594260940797608e-04
1.301272883999999976e+04	5.373571839061959480e-05	6.913204111671998847e-05	9.293454818340456851e-05	1.075746240803909321e-04	2.455142101684720433e-04	6.777925833776786077e-04
1.300847064999999930e+04	5.261821999916740575e-05	6.772600543656346651e-05	9.110617976556695263e-05	1.054906654834249935e-04	2.412239596036161774e-04	6.675767860254585000e-04
1.300421538999999939e+04	5.152340505395896239e-05	6.634786189772671258e-05	8.931287113010213702e-05	1.034460444369773440e-04	2.370065526563114213e-04	6.575099377680525790e-04
1.299996305000000029e+04	5.045082511359777380e-05	6.499707206930205197e-05	8.755396861288139692e-05	1.014400391900160237e-04	2.328607912734930612e-04	6.475899462393207946e-04
1.299571362000000045e+04	4.940004033515870346e-05	6.367310758945299721e-05	8.582883034205344855e-05	9.947194079899400378e-05	2.287854963644406106e-04	6.378147471203095232e-04
1.299146711999999934e+04	4.837062651590356857e-05	6.237545906326239095e-05	8.413683787579452535e-05	9.754106642577948876e-05	2.247795355837499680e-04	6.281823713605954023e-04
1.298722351999999955e+04	4.736215540553262470e-05	6.110361126760714310e-05	8.247736391084442803e-05	9.564672250574120130e-05	2.208417471309012767e-04	6.186907624378892726e-04
1.298298284000000058e+04	4.637421880411214442e-05	5.985707354599295805e-05	8.084981194357361187e-05	9.378825002222097537e-05	2.169710338343618192e-04	6.093380028900910114e-04
1.297874507000000085e+04	4.540640916814014385e-05	5.863535537438516909e-05	7.925358443174393419e-05	9.196498818293158981e-05	2.131662878903079047e-04	6.001221334909119260e-04
1.297451019000000088e+04	4.445832459041338563e-05	5.743797264809335948e-05	7.768809100604934107e-05	9.017628379685211954e-05	2.094264103676824861e-04	5.910412001470531683e-04
