peakcenter	17289.8119463758-20°C	17277.150453038626-40°C	17271.260566842393-45°C	17262.46575968384-50°C
1.257311483000000044e+04	8.980145338214101696e-06	6.330912373215968535e-06	6.302812598397088401e-06	5.836060308613987424e-06
1.256915336000000025e+04	8.798733958694096780e-06	6.201027718338378196e-06	6.173485175350098583e-06	5.715914213351867205e-06
1.256519451999999910e+04	8.620934273434885389e-06	6.073771677096288846e-06	6.046775501977797289e-06	5.598208549820874476e-06
1.256123830000000089e+04	8.446675361626147761e-06	5.949091724095537246e-06	5.922631261192917316e-06	5.482894363094640303e-06
1.255728470000000016e+04	8.275888103342627766e-06	5.826936676002063071e-06	5.801001472728389324e-06	5.369923950880474536e-06
1.255333371000000079e+04	8.108504273061002568e-06	5.707256041553090140e-06	5.681835845927362029e-06	5.259250262053297833e-06
1.254938534000000072e+04	7.944457790349284524e-06	5.590000914488058248e-06	5.565085668818542551e-06	5.150827722101691667e-06
1.254543958999999995e+04	7.783683404728744003e-06	5.475123031632695182e-06	5.450702870237849180e-06	5.044611361760131575e-06
1.254149644000000080e+04	7.626116317167141126e-06	5.362574501782406720e-06	5.338639749873488428e-06	4.940556566187045165e-06
1.253755589999999938e+04	7.471694173994438605e-06	5.252309228870348910e-06	5.228850395285470197e-06	4.838620390499764888e-06
1.253361795999999958e+04	7.320355026206932215e-06	5.144281452805854524e-06	5.121289229022206865e-06	4.738760210408117128e-06
1.252968262999999934e+04	7.172038875297970726e-06	5.038446852055214721e-06	5.015912106430302256e-06	4.640934741247098601e-06
1.252574990000000071e+04	7.026686114040088609e-06	4.934761429438140829e-06	4.912675206251684454e-06	4.545103007753564037e-06
1.252181976000000031e+04	6.884238295241991157e-06	4.833182059946162043e-06	4.811535576066491130e-06	4.451224850264386070e-06
1.251789221999999972e+04	6.744638813456046620e-06	4.733666975418019489e-06	4.712451614855732200e-06	4.359261372336666778e-06
1.251396726999999919e+04	6.607831434369742552e-06	4.636174714707063442e-06	4.615382027702525759e-06	4.269173970262377720e-06
1.251004491000000053e+04	6.473761358254068774e-06	4.540664880868109744e-06	4.520286579689201346e-06	4.180925032601088701e-06
1.250612513000000035e+04	6.342374502276852381e-06	4.447097628605300361e-06	4.427125585556534836e-06	4.094477466319209164e-06
1.250220794000000024e+04	6.213618489715525730e-06	4.355434367700894026e-06	4.335860610067942536e-06	4.009795346470207449e-06
