fwhm	874.3768121211048-20°C	874.3768121211048-40°C	874.3768121211048-45°C	874.3768121211048-50°C
1.256519451999999910e+04	8.620934291009155472e-06	1.909687822608802500e-05	2.448202247487394527e-05	3.177265751171704265e-05
1.256123830000000089e+04	8.446675378872611011e-06	1.873975397191893390e-05	2.403577184474970404e-05	3.120928951995243785e-05
1.255728470000000016e+04	8.275888120267218496e-06	1.838920398718455176e-05	2.359752504417255545e-05	3.065574612473993100e-05
1.255333371000000079e+04	8.108504289669572082e-06	1.804510901571130144e-05	2.316714066892441555e-05	3.011185862931166685e-05
1.254938534000000072e+04	7.944457806647606198e-06	1.770735362756278446e-05	2.274448189654931787e-05	2.957746387130543337e-05
1.254543958999999995e+04	7.783683420722467547e-06	1.737582353276999187e-05	2.232941313234351995e-05	2.905239999154001098e-05
1.254149644000000080e+04	7.626116332861849334e-06	1.705040480600096659e-05	2.192179903983615399e-05	2.853650520863506434e-05
1.253755589999999938e+04	7.471694189395565194e-06	1.673098801515416150e-05	2.152150971550826497e-05	2.802962437226938020e-05
1.253361795999999958e+04	7.320355041319854149e-06	1.641746402349413401e-05	2.112841543634151489e-05	2.753160232256013921e-05
1.252968262999999934e+04	7.172038890127931140e-06	1.610972720009984453e-05	2.074239068738596879e-05	2.704228899532134592e-05
1.252574990000000071e+04	7.026686128592262027e-06	1.580767220264061275e-05	2.036331013230861925e-05	2.656153432226730784e-05
1.252181976000000031e+04	6.884238309521487728e-06	1.551119557920244509e-05	1.999105062459219075e-05	2.608919078237318306e-05
1.251789221999999972e+04	6.744638827467823181e-06	1.522019720346418051e-05	1.962549301518687849e-05	2.562511570255777382e-05
1.251396726999999919e+04	6.607831448118714436e-06	1.493457722623294199e-05	1.926651832890069300e-05	2.516916641105946146e-05
1.251004491000000053e+04	6.473761371745044587e-06	1.465423830139987763e-05	1.891401056354853258e-05	2.472120379432961329e-05
1.250612513000000035e+04	6.342374515514562802e-06	1.437908409965358261e-05	1.856785482595498947e-05	2.428108993439639324e-05
1.250220794000000024e+04	6.213618502704620122e-06	1.410902139132010828e-05	1.822793995593374942e-05	2.384869144955773884e-05
